"VideoAnalysis: Time (s)","VideoAnalysis: X","VideoAnalysis: Y","VideoAnalysis: X Velocity","VideoAnalysis: Y Velocity"
0,-1.0546875,0.22265625,-3.47308941058,-475.29293623
0.0333666666667,-1.4453125,-13.5390625,3.89259178322,-527.293344676
0.0667333333333,-1.0546875,-36.4140625,13.1626186314,-515.316714535
0.1001,0.375,-51.47265625,-1.11867299363,-407.544929029
0.133466666667,-1.75,-64.359375,-1.90889839328,-261.291442933
0.166833333333,0.20703125,-69.65234375,-0.422754328963,-90.9051885616
0.2002,-1.09765625,-69.47265625,-12.6468583498,39.2055860803
0.233566666667,-2.09765625,-64.609375,8.95588786218,89.5491227525
0.266933333333,-0.015625,-60.1796875,14.7053467367,46.7306131369
0.3003,0.72265625,-62.3046875,-21.9279418497,14.2045454548
0.333666666667,-2.27734375,-62.47265625,-41.3583812023,57.8490519899
0.367033333333,-3.97265625,-55.26171875,-10.8192588661,32.2821709541
0.4004,-1.45703125,-59.81640625,-11.7460664335,34.7764214956
0.433766666667,-5.1953125,-59.59765625,-2.79993444062,224.437021312
0.467133333333,-2.640625,-53.4296875,29.2838671746,616.93189623
0.5005,-1.29296875,-8.63671875,12.8094561689,733.703145809
0.533866666667,-3.02734375,9.765625,22.7116633367,448.916318058
0.567233333333,0.79296875,18.40234375,12.4810085749,206.616300366
0.6006,-0.5546875,18.75,-34.68211476,85.8906718283
0.633966666667,-2.9453125,19.75,-42.35673181,99.1944253666
0.667333333333,-4.9453125,28.73828125,-8.3282602814,31.3325996922
0.7007,-3.5546875,25.48828125,27.4660235595,-128.751456876
0.734066666667,-1.34765625,17.765625,19.0076850234,-233.373397436
0.767433333333,-1.34765625,7.34765625,-15.820767774,-269.414829962
0.8008,-4.734375,0.0546875,5.69742757236,-307.007445678
0.834166666667,-0.609375,-11.26171875,21.0791812355,-396.979322761
0.867533333333,-2.3046875,-25.234375,10.0615530303,-514.664372087
0.9009,-0.484375,-46.8046875,8.68922743906,-595.569794786
0.934266666667,-0.484375,-69.02734375,-23.9246430653,-564.913602022
0.967633333333,-3.13671875,-83.734375,-26.7668529387,-540.010120086
1.001,-3.09765625,-103.7890625,-6.8583759992,-534.410251196
1.03436666667,-3.09765625,-121.8046875,3.54788440727,-461.374562948
1.06773333333,-3.09765625,-136.0390625,16.7605831675,-339.162790341
1.1011,-1.234375,-145.0703125,10.3965045362,-187.052530796
1.13446666667,-1.9296875,-148.97265625,-8.08761551041,-21.7555881621
1.16783333333,-3.27734375,-146.1953125,8.90060460428,130.790433528
1.2012,-0.58203125,-138.90234375,10.4973151838,235.51643668
1.23456666667,-1.97265625,-129.22265625,-3.15439768655,298.006030434
1.26793333333,-2.3203125,-117.109375,16.36384449,310.968328551
1.3013,0.8046875,-110.51171875,-5.30719280737,378.966736378
1.33466666667,-2.3203125,-94.1953125,-32.9683337511,508.17997108
1.36803333333,-3.40234375,-75.1796875,-11.8208614301,598.7827277
1.4014,-2.66796875,-52.04296875,-0.136582168463,620.291167144
1.43476666667,-2.66796875,-31.984375,-2.3251488096,573.51502665
1.46813333333,-2.97265625,-12.8046875,-6.1722132041,489.731622553
1.5015,-4.01171875,1.65234375,10.6924325653,381.425215398
1.53486666667,-0.54296875,11.0703125,-15.7524766903,310.78947095
1.56823333333,-5.09765625,21.015625,-38.0186220042,266.797005084
1.6016,-4.40234375,32.25,-24.9522612789,132.266821714
1.63496666667,-7.52734375,31.90234375,10.2664262824,-56.6783476959
1.66833333333,-3.359375,26.3046875,37.5828598498,-187.83950425
1.7017,-3.66796875,16.84765625,27.5017950795,-246.563332492
1.73506666667,-1.88671875,9,21.166984058,-272.019647023
1.76843333333,-2.234375,0.625,11.8631368637,-347.809742347
1.8018,-0.5,-14.34765625,-9.31685501897,-419.505624571
1.83516666667,-3.58203125,-26.88671875,-15.6093906099,-492.707162639
1.86853333333,-1.84765625,-50.15234375,-10.4127643184,-485.478063613
1.9019,-2.84765625,-62,-37.101570301,-409.005057434
1.93526666667,-6.66796875,-72.72265625,-3.03407529957,-448.096825057
1.96863333333,-2.84765625,-91.38671875,24.3473973952,-496.229031395
2.002,-3.88671875,-109.01171875,22.5653252989,-466.818337895
2.03536666667,-1.109375,-124.08203125,10.9655969035,-381.698379751
2.06873333333,-2.84765625,-133.375,-10.4290241016,-302.926240432
2.1021,-2.84765625,-146.52734375,-3.47634136718,-161.862876699
2.13546666667,-2.84765625,-146.52734375,1.15444451382,39.8950008348
2.16883333333,-2.84765625,-140.70703125,7.90875790856,161.173461957
2.2022,-2.84765625,-135.1953125,26.6530344632,256.433020096
2.23556666667,0.27734375,-123.08203125,12.1818285879,324.763127504
2.26893333333,-2.72265625,-112.09765625,12.0224827256,357.386753876
2.3023,0.66796875,-100.4140625,20.2109088805,423.993324371
2.33566666667,0.11328125,-85.1796875,-6.96243860373,523.613756044
2.36903333333,-0.8046875,-65.47265625,-9.02743090272,616.818077767
2.4024,-0.84765625,-40.984375,-2.28287337709,621.335045141
2.43576666667,-0.45703125,-21.9296875,-4.3316058944,556.995088254
2.46913333333,-1.54296875,-4.38671875,3.51536484355,488.027597411
2.5025,-0.234375,11.66796875,9.56075174762,389.099832445
2.53586666667,-0.54296875,23.08203125,4.79338369989,254.039580214
2.56923333333,0.5,26.16796875,-11.5834686149,167.101778433
2.6026,-1.234375,34.890625,-30.2854697369,60.9449144537
2.63596666667,-2.234375,34.890625,-27.9993444061,-152.949264282
2.66933333333,-3.234375,20.390625,-20.4808212626,-254.90785257
2.7027,-3.9296875,14.4453125,-4.56249479734,-267.447396347
2.73606666667,-2.88671875,5.02734375,-1.06664169152,-332.584082589
2.76943333333,-3.88671875,-6.4296875,0.169101730542,-430.188301289
2.8028,-4.88671875,-24.13671875,46.6883377006,-515.200944869
2.83616666667,1.0546875,-43.15234375,44.551802366,-524.075533851
2.86953333333,0.015625,-61.08203125,-7.88599421507,-470.349962546
2.9029,-1.02734375,-75.58203125,-25.2839608298,-388.90146311
2.93626666667,-2.0703125,-84.52734375,-27.9212974531,-381.513018237
2.96963333333,-3.0703125,-98.375,-19.2938571852,-442.591262911
3.003,-4.109375,-114.609375,5.64539626931,-480.964348131
3.03636666667,-1.72265625,-135.70703125,5.90230082478,-368.459665342
3.06973333333,-2.72265625,-141.609375,-18.7572843833,-172.262633202
3.1031,-4.41796875,-146.08203125,-7.999812687,6.60797535789
3.13646666667,-3.41796875,-141,8.6859754832,167.817208837
3.16983333333,-3.41796875,-132.75,17.8337287714,260.114234729
3.2032,-2.375,-121.02734375,28.0253600555,284.279522553
3.23656666667,-1.33203125,-115.859375,28.0708874466,358.941189024
3.26993333333,0.0546875,-99.58203125,14.0029241597,493.230727615
3.3033,0.0546875,-80.875,-10.806251039,569.391545932
3.33666666667,-1.984375,-58.47265625,-5.28768106903,555.765848744
3.37003333333,-0.25,-42.8046875,1.10241321269,503.168706301
3.4034,-0.25,-26.22265625,-30.8675699272,483.354536073
3.43676666667,-4.02734375,-10.984375,-17.6190996508,476.779080302
3.47013333333,-1.984375,4.90234375,9.55424783581,474.53848236
3.5035,-3.02734375,23.22265625,28.0708874442,391.018486704
