Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID312516,312516,0,10.403,266.807,125.305,0,1456,1456,5,1,-10921639,34.186,4,1,255,3316,73.007,2.000,0.905,0.445
ID312517,312517,1,20.805,382.360,255.069,0,1456,1456,5,1,-10921639,99.031,38,10,255,9606,99.966,5.061,0.884,0.930
ID312518,312518,2,22.175,253.991,267.816,0,1456,1456,5,1,-10921639,110.495,57,13,255,10718,98.753,5.173,0.847,1.026
ID312520,312520,1,20.719,378.242,252.208,0,1457,1457,5,1,-10921639,97.021,36,9,255,9411,99.922,5.086,0.883,0.911
ID312521,312521,2,21.714,249.715,267.277,0,1457,1457,5,1,-10921639,109.588,55,14,255,10630,97.334,5.215,0.843,1.030
ID312519,312519,0,10.395,266.878,125.258,0,1457,1457,5,1,-10921639,34.175,4,1,255,3315,72.487,2.000,0.903,0.447
ID312524,312524,2,21.719,245.504,266.679,0,1458,1458,5,1,-10921639,110.969,57,14,255,10764,98.332,5.136,0.841,1.031
ID312522,312522,0,10.378,266.920,125.227,0,1458,1458,5,1,-10921639,33.990,4,1,255,3297,72.457,2.000,0.904,0.445
ID312523,312523,1,20.508,374.160,249.733,0,1458,1458,5,1,-10921639,95.577,39,8,255,9271,99.286,5.106,0.882,0.902
ID312525,312525,0,10.420,266.862,125.222,0,1459,1459,5,1,-10921639,34.165,4,1,255,3314,72.654,2.000,0.905,0.447
ID312526,312526,1,20.320,370.101,247.584,0,1459,1459,5,1,-10921639,94.546,39,8,255,9171,98.862,5.135,0.879,0.895
ID312527,312527,2,22.275,241.237,265.944,0,1459,1459,5,1,-10921639,112.093,58,14,255,10873,98.678,5.172,0.845,1.041
ID312528,312528,0,10.402,266.804,125.253,0,1460,1460,5,1,-10921639,34.144,4,1,255,3312,72.762,2.000,0.903,0.445
ID312529,312529,1,20.585,366.037,245.781,0,1460,1460,5,1,-10921639,94.330,37,8,255,9150,100.179,5.140,0.880,0.882
ID312530,312530,2,22.264,236.975,265.103,0,1460,1460,5,1,-10921639,111.103,63,14,255,10777,98.654,5.170,0.850,1.035
ID312532,312532,1,20.289,362.064,244.258,0,1461,1461,5,1,-10921639,92.247,36,9,255,8948,98.631,5.127,0.879,0.875
ID312533,312533,2,22.218,232.750,264.166,0,1461,1461,5,1,-10921639,111.907,60,14,255,10855,98.947,5.207,0.853,1.041
ID312531,312531,0,10.426,266.828,125.289,0,1461,1461,5,1,-10921639,34.175,3,1,255,3315,72.820,2.000,0.910,0.447
ID312536,312536,2,22.227,228.577,263.109,0,1462,1462,5,1,-10921639,112.753,58,13,255,10937,100.134,5.203,0.853,1.037
ID312534,312534,0,10.518,266.775,125.334,0,1462,1462,5,1,-10921639,34.784,4,1,255,3374,73.606,2.000,0.903,0.448
ID312535,312535,1,20.512,358.109,243.128,0,1462,1462,5,1,-10921639,92.918,39,9,255,9013,98.476,5.100,0.876,0.881
ID312537,312537,0,10.579,266.756,125.366,0,1463,1463,5,1,-10921639,34.990,4,1,255,3394,74.124,2.000,0.907,0.449
ID312538,312538,1,19.867,354.424,242.390,0,1463,1463,5,1,-10921639,92.742,40,8,255,8996,95.730,5.099,0.861,0.896
ID312539,312539,2,22.188,224.521,261.977,0,1463,1463,5,1,-10921639,112.309,64,14,255,10894,100.493,5.164,0.850,1.027
ID312540,312540,0,10.555,266.785,125.386,0,1464,1464,5,1,-10921639,34.969,4,1,255,3392,73.935,2.000,0.906,0.450
ID312541,312541,1,19.944,350.686,241.839,0,1464,1464,5,1,-10921639,92.629,40,8,255,8985,95.390,5.066,0.846,0.890
ID312542,312542,2,22.041,220.461,260.676,0,1464,1464,5,1,-10921639,112.866,56,12,255,10948,99.732,5.234,0.853,1.042
ID312544,312544,1,19.908,347.023,241.660,0,1465,1465,5,1,-10921639,91.175,35,9,255,8844,97.667,5.138,0.843,0.854
ID312545,312545,2,22.157,216.442,259.168,0,1465,1465,5,1,-10921639,112.062,58,14,255,10870,99.670,5.143,0.854,1.036
ID312543,312543,0,10.543,266.795,125.392,0,1465,1465,5,1,-10921639,34.897,4,1,255,3385,73.865,2.000,0.907,0.450
ID312548,312548,2,22.079,212.561,257.647,0,1466,1466,5,1,-10921639,112.495,58,13,255,10912,99.363,5.139,0.852,1.042
ID312546,312546,0,10.495,266.824,125.375,0,1466,1466,5,1,-10921639,34.649,3,1,255,3361,73.527,2.000,0.908,0.448
ID312547,312547,1,19.894,343.522,241.891,0,1466,1466,5,1,-10921639,91.299,37,11,255,8856,95.638,5.036,0.849,0.877
ID312549,312549,0,10.441,266.866,125.338,0,1467,1467,5,1,-10921639,34.320,4,1,255,3329,72.890,2.000,0.910,0.449
ID312550,312550,1,19.805,340.081,242.442,0,1467,1467,5,1,-10921639,91.392,35,9,255,8865,96.937,5.146,0.852,0.868
ID312551,312551,2,22.177,208.737,255.940,0,1467,1467,5,1,-10921639,111.093,63,15,255,10776,98.529,5.150,0.851,1.037
ID312552,312552,0,10.388,266.953,125.310,0,1468,1468,5,1,-10921639,33.948,3,0,255,3293,72.808,2.000,0.909,0.444
ID312553,312553,1,19.472,336.673,243.274,0,1468,1468,5,1,-10921639,88.866,39,8,255,8620,94.279,5.034,0.848,0.865
ID312554,312554,2,22.280,204.994,254.115,0,1468,1468,5,1,-10921639,111.155,59,15,255,10782,98.495,5.163,0.854,1.040
ID312556,312556,1,19.436,333.330,244.426,0,1469,1469,5,1,-10921639,88.557,32,8,255,8590,95.773,5.122,0.858,0.854
ID312557,312557,2,22.171,201.328,252.257,0,1469,1469,5,1,-10921639,111.691,59,13,255,10834,98.438,5.152,0.850,1.042
ID312555,312555,0,10.396,266.962,125.278,0,1469,1469,5,1,-10921639,34.031,4,1,255,3301,72.709,2.000,0.907,0.445
ID312560,312560,2,22.284,197.827,250.387,0,1470,1470,5,1,-10921639,112.433,59,13,255,10906,99.313,5.257,0.853,1.042
ID312558,312558,0,10.394,266.891,125.264,0,1470,1470,5,1,-10921639,33.948,3,1,255,3293,72.466,2.000,0.911,0.447
ID312559,312559,1,20.507,329.960,245.935,0,1470,1470,5,1,-10921639,91.773,35,9,255,8902,99.681,5.096,0.876,0.860
ID312561,312561,0,10.426,266.824,125.270,0,1471,1471,5,1,-10921639,34.144,3,1,255,3312,72.800,2.000,0.908,0.447
ID312562,312562,2,22.165,194.320,248.398,0,1471,1471,5,1,-10921639,111.412,56,12,255,10807,99.730,5.181,0.851,1.027
ID312563,312563,1,19.930,326.615,247.722,0,1471,1471,5,1,-10921639,90.361,34,8,255,8765,96.656,5.123,0.875,0.873
ID312568,312568,2,22.314,191.110,246.453,0,1472,1472,5,1,-10921639,111.464,58,12,255,10812,100.247,5.255,0.855,1.025
ID312569,312569,1,20.483,323.319,249.824,0,1472,1472,5,1,-10921639,93.093,34,9,255,9030,98.670,5.070,0.879,0.883
ID312567,312567,0,10.469,266.814,125.287,0,1472,1472,5,1,-10921639,34.392,4,1,255,3336,72.892,2.000,0.911,0.450
ID312564,312564,0,10.490,266.791,125.306,0,1473,1473,5,1,-10921639,34.505,4,1,255,3347,73.180,2.000,0.910,0.449
ID312565,312565,2,22.233,187.996,244.486,0,1473,1473,5,1,-10921639,111.093,60,12,255,10776,99.941,5.272,0.854,1.024
ID312566,312566,1,20.780,319.969,252.217,0,1473,1473,5,1,-10921639,95.515,36,10,255,9265,99.063,5.071,0.880,0.903
ID312572,312572,1,20.659,316.578,254.895,0,1474,1474,5,1,-10921639,95.691,37,8,255,9282,98.805,5.085,0.880,0.907
ID312570,312570,0,10.585,266.730,125.293,0,1474,1474,5,1,-10921639,34.825,4,1,255,3378,74.022,2.000,0.912,0.449
ID312571,312571,2,22.152,185.008,242.468,0,1474,1474,5,1,-10921639,110.052,59,12,255,10675,99.722,5.249,0.853,1.016
ID312573,312573,0,10.554,266.741,125.295,0,1475,1475,5,1,-10921639,34.773,4,1,255,3373,73.734,2.000,0.911,0.450
ID312574,312574,2,22.240,182.170,240.412,0,1475,1475,5,1,-10921639,110.010,54,12,255,10671,100.573,5.223,0.851,1.006
ID312575,312575,1,21.169,313.122,257.857,0,1475,1475,5,1,-10921639,99.567,38,11,255,9658,100.123,5.061,0.884,0.933
ID312580,312580,2,21.615,179.530,238.432,0,1476,1476,5,1,-10921639,107.062,57,13,255,10385,97.759,5.273,0.849,1.005
ID312581,312581,1,21.142,309.494,261.195,0,1476,1476,5,1,-10921639,100.784,38,9,255,9776,100.913,5.148,0.885,0.938
ID312579,312579,0,10.532,266.735,125.272,0,1476,1476,5,1,-10921639,34.639,4,1,255,3360,73.380,2.000,0.912,0.450
ID312576,312576,0,10.558,266.763,125.268,0,1477,1477,5,1,-10921639,34.742,4,1,255,3370,73.431,2.000,0.910,0.451
ID312577,312577,2,22.070,177.082,236.433,0,1477,1477,5,1,-10921639,108.639,56,11,255,10538,99.093,5.215,0.850,1.007
ID312578,312578,1,21.546,305.878,264.682,0,1477,1477,5,1,-10921639,103.588,48,8,255,10048,102.867,5.153,0.887,0.947
ID312584,312584,1,21.537,302.032,268.502,0,1478,1478,5,1,-10921639,105.423,46,8,255,10226,103.932,5.142,0.890,0.955
ID312582,312582,0,10.528,266.767,125.244,0,1478,1478,5,1,-10921639,34.598,4,1,255,3356,73.197,2.000,0.915,0.452
ID312583,312583,2,21.738,174.791,234.549,0,1478,1478,5,1,-10921639,106.186,53,15,255,10300,97.378,5.121,0.847,1.000
ID312585,312585,0,10.467,266.776,125.225,0,1479,1479,5,1,-10921639,34.299,4,1,255,3327,72.771,2.000,0.913,0.450
ID312586,312586,2,21.538,172.715,232.736,0,1479,1479,5,1,-10921639,104.082,49,15,255,10096,96.515,5.103,0.843,0.986
ID312587,312587,1,21.632,298.057,272.521,0,1479,1479,5,1,-10921639,107.216,47,8,255,10400,103.734,5.129,0.890,0.974
ID312588,312588,0,10.515,266.804,125.224,0,1480,1480,5,1,-10921639,34.402,4,1,255,3337,72.933,2.000,0.914,0.450
ID312589,312589,2,21.429,170.866,231.020,0,1480,1480,5,1,-10921639,102.155,49,14,255,9909,95.727,5.127,0.841,0.975
ID312590,312590,1,21.881,293.901,276.748,0,1480,1480,5,1,-10921639,109.794,47,9,255,10650,104.373,5.109,0.891,0.991
ID312592,312592,2,21.257,169.184,229.460,0,1481,1481,5,1,-10921639,102.402,53,9,255,9933,95.785,5.108,0.841,0.977
ID312593,312593,1,21.695,289.578,281.127,0,1481,1481,5,1,-10921639,111.289,51,11,255,10795,103.748,5.087,0.890,1.010
ID312591,312591,0,10.500,266.778,125.202,0,1481,1481,5,1,-10921639,34.351,3,1,255,3332,72.768,2.000,0.910,0.450
ID312597,312597,0,10.482,266.753,125.195,0,1482,1482,5,1,-10921639,34.371,4,1,255,3334,72.582,2.000,0.913,0.452
ID312598,312598,2,21.056,167.638,228.041,0,1482,1482,5,1,-10921639,100.629,45,13,255,9761,94.231,5.094,0.838,0.974
ID312599,312599,1,21.719,284.949,285.783,0,1482,1482,5,1,-10921639,112.206,52,10,255,10884,103.449,5.093,0.887,1.020
ID312596,312596,1,21.812,280.164,290.449,0,1483,1483,5,1,-10921639,116.660,63,10,255,11316,105.673,8.766,0.887,1.038
ID312594,312594,0,10.518,266.739,125.205,0,1483,1483,5,1,-10921639,34.536,4,1,255,3350,72.823,2.000,0.911,0.452
ID312595,312595,2,20.988,166.344,226.814,0,1483,1483,5,1,-10921639,100.381,45,12,255,9737,93.940,5.145,0.839,0.975
ID312600,312600,0,10.497,266.747,125.210,0,1484,1484,5,1,-10921639,34.485,4,1,255,3345,72.737,2.000,0.910,0.452
ID312601,312601,2,20.797,165.233,225.710,0,1484,1484,5,1,-10921639,99.443,46,15,255,9646,92.897,5.109,0.836,0.975
ID312602,312602,1,21.906,275.144,295.320,0,1484,1484,5,1,-10921639,118.742,62,10,255,11518,105.743,8.818,0.885,1.054
ID312604,312604,2,20.549,164.352,224.803,0,1485,1485,5,1,-10921639,97.825,49,14,255,9489,92.504,5.086,0.833,0.961
ID312605,312605,1,21.300,269.801,300.298,0,1485,1485,5,1,-10921639,117.062,60,10,255,11355,104.192,8.849,0.880,1.052
ID312603,312603,0,10.507,266.762,125.209,0,1485,1485,5,1,-10921639,34.495,3,1,255,3346,72.734,2.000,0.913,0.453
ID312608,312608,1,21.669,264.169,305.376,0,1486,1486,5,1,-10921639,122.814,63,10,255,11913,108.334,8.928,0.887,1.066
ID312606,312606,0,10.494,266.773,125.199,0,1486,1486,5,1,-10921639,34.320,4,1,255,3329,72.752,2.000,0.912,0.450
ID312607,312607,2,20.768,163.663,224.032,0,1486,1486,5,1,-10921639,98.392,50,14,255,9544,93.796,5.067,0.834,0.954
ID312609,312609,0,10.534,266.785,125.219,0,1487,1487,5,1,-10921639,34.485,4,1,255,3345,73.008,2.000,0.917,0.452
ID312610,312610,2,20.240,163.193,223.566,0,1487,1487,5,1,-10921639,96.351,51,13,255,9346,91.523,5.082,0.830,0.955
ID312611,312611,1,21.320,258.280,310.472,0,1487,1487,5,1,-10921639,122.093,62,9,255,11843,107.646,8.927,0.881,1.062
ID312612,312612,0,10.521,266.815,125.218,0,1488,1488,5,1,-10921639,34.474,4,1,255,3344,72.850,2.000,0.912,0.452
ID312613,312613,2,20.447,162.949,223.200,0,1488,1488,5,1,-10921639,96.268,49,12,255,9338,91.552,5.042,0.831,0.955
ID312614,312614,1,21.225,252.174,315.516,0,1488,1488,5,1,-10921639,119.835,62,9,255,11624,107.750,8.902,0.862,1.030
ID312616,312616,2,20.475,162.942,223.147,0,1489,1489,5,1,-10921639,96.299,48,12,255,9341,91.676,5.038,0.832,0.954
ID312617,312617,1,21.113,245.991,320.457,0,1489,1489,5,1,-10921639,121.021,62,8,255,11739,106.413,8.906,0.860,1.052
ID312615,312615,0,10.521,266.848,125.204,0,1489,1489,5,1,-10921639,34.412,4,1,255,3338,72.872,2.000,0.912,0.451
ID312620,312620,1,20.827,239.276,325.472,0,1490,1490,5,1,-10921639,123.041,65,7,255,11935,106.790,8.920,0.844,1.055
ID312618,312618,0,10.516,266.875,125.203,0,1490,1490,5,1,-10921639,34.464,4,2,255,3343,72.683,2.000,0.907,0.451
ID312619,312619,2,20.372,163.151,223.387,0,1490,1490,5,1,-10921639,96.948,51,10,255,9404,91.646,5.069,0.829,0.959
ID312621,312621,0,10.532,266.884,125.204,0,1491,1491,5,1,-10921639,34.361,3,1,255,3333,72.882,2.000,0.914,0.450
ID312622,312622,2,20.676,163.608,223.911,0,1491,1491,5,1,-10921639,99.351,50,16,255,9637,93.199,5.046,0.828,0.966
ID312623,312623,1,20.657,232.291,330.346,0,1491,1491,5,1,-10921639,122.000,66,9,255,11834,106.956,8.918,0.854,1.051
ID312624,312624,0,10.507,266.885,125.208,0,1492,1492,5,1,-10921639,34.258,4,1,255,3323,72.756,2.000,0.917,0.450
ID312625,312625,2,20.615,164.299,224.678,0,1492,1492,5,1,-10921639,100.134,55,13,255,9713,92.177,5.114,0.825,0.982
ID312626,312626,1,21.005,224.991,335.089,0,1492,1492,5,1,-10921639,122.227,71,8,255,11856,107.871,8.880,0.853,1.043
ID312628,312628,2,20.872,165.275,225.708,0,1493,1493,5,1,-10921639,102.526,55,16,255,9945,92.270,5.134,0.823,1.003
ID312629,312629,1,20.593,217.408,339.672,0,1493,1493,5,1,-10921639,120.155,68,8,255,11655,106.929,8.873,0.830,1.020
ID312627,312627,0,10.503,266.857,125.222,0,1493,1493,5,1,-10921639,34.381,4,1,255,3335,72.753,2.000,0.914,0.451
ID312632,312632,1,20.588,209.604,343.968,0,1494,1494,5,1,-10921639,123.227,66,8,255,11953,107.766,8.858,0.830,1.037
ID312630,312630,0,10.520,266.809,125.235,0,1494,1494,5,1,-10921639,34.485,4,1,255,3345,72.974,2.000,0.912,0.451
ID312631,312631,2,21.029,166.525,227.023,0,1494,1494,5,1,-10921639,104.247,63,15,255,10112,92.744,5.072,0.826,1.017
ID312633,312633,0,10.554,266.730,125.243,0,1495,1495,5,1,-10921639,34.680,3,1,255,3364,73.282,2.000,0.914,0.452
ID312634,312634,2,21.450,168.053,228.567,0,1495,1495,5,1,-10921639,106.649,55,14,255,10345,93.331,5.141,0.839,1.042
ID312635,312635,1,20.471,201.521,347.917,0,1495,1495,5,1,-10921639,123.629,70,8,255,11992,107.202,8.868,0.815,1.036
ID312636,312636,0,10.543,266.637,125.239,0,1496,1496,5,1,-10921639,34.845,4,1,255,3380,73.717,2.000,0.908,0.450
ID312637,312637,2,21.894,169.921,230.379,0,1496,1496,5,1,-10921639,107.660,57,13,255,10443,96.741,5.202,0.845,1.020
ID312638,312638,1,20.187,193.076,351.448,0,1496,1496,5,1,-10921639,124.299,69,7,255,12057,109.086,8.809,0.809,1.019
ID312640,312640,2,22.107,172.256,232.458,0,1497,1497,5,1,-10921639,109.351,54,10,255,10607,99.037,5.175,0.855,1.018
ID312641,312641,1,20.110,184.394,354.412,0,1497,1497,5,1,-10921639,124.144,62,7,255,12042,110.102,8.818,0.812,1.010
ID312639,312639,0,10.536,266.589,125.250,0,1497,1497,5,1,-10921639,34.887,4,1,255,3384,73.714,2.000,0.917,0.453
ID312644,312644,1,20.174,175.520,356.654,0,1498,1498,5,1,-10921639,121.979,73,7,255,11832,106.758,8.802,0.803,1.018
ID312642,312642,0,10.525,266.556,125.269,0,1498,1498,5,1,-10921639,34.979,4,1,255,3393,73.897,2.000,0.908,0.451
ID312643,312643,2,22.679,174.941,234.823,0,1498,1498,5,1,-10921639,112.567,55,15,255,10919,99.871,5.168,0.858,1.041
ID312645,312645,0,10.504,266.495,125.299,0,1499,1499,5,1,-10921639,34.969,4,1,255,3392,73.720,2.000,0.912,0.453
ID312646,312646,2,22.332,178.103,237.480,0,1499,1499,5,1,-10921639,113.773,64,13,255,11036,99.546,5.230,0.856,1.054
ID312647,312647,1,19.980,166.550,358.018,0,1499,1499,5,1,-10921639,121.340,68,8,255,11770,106.868,8.839,0.808,1.015
ID312648,312648,0,10.553,266.420,125.321,0,1500,1500,5,1,-10921639,35.031,4,1,255,3398,73.744,2.000,0.909,0.452
ID312649,312649,2,22.459,181.771,240.378,0,1500,1500,5,1,-10921639,116.866,67,14,255,11336,99.781,5.242,0.856,1.081
ID312650,312650,1,20.471,157.627,358.373,0,1500,1500,5,1,-10921639,119.711,63,8,255,11612,109.363,8.818,0.816,0.984
ID312652,312652,2,22.577,185.908,243.401,0,1501,1501,5,1,-10921639,120.021,71,13,255,11642,100.398,5.248,0.855,1.102
ID312653,312653,1,20.270,148.353,357.225,0,1501,1501,5,1,-10921639,118.959,54,7,255,11539,109.980,8.807,0.840,0.988
ID312651,312651,0,10.645,266.369,125.355,0,1501,1501,5,1,-10921639,35.237,3,1,255,3418,74.413,2.000,0.912,0.452
ID312656,312656,1,20.793,139.965,354.726,0,1502,1502,5,1,-10921639,123.237,72,6,255,11954,108.678,8.790,0.844,1.038
ID312654,312654,0,10.702,266.363,125.402,0,1502,1502,5,1,-10921639,35.340,3,0,255,3428,75.234,2.000,0.917,0.449
ID312655,312655,2,22.479,190.491,246.451,0,1502,1502,5,1,-10921639,120.918,75,14,255,11729,102.009,5.157,0.849,1.089
ID312657,312657,0,10.786,266.356,125.456,0,1503,1503,5,1,-10921639,35.979,4,1,255,3490,75.752,2.000,0.909,0.452
ID312658,312658,2,22.482,195.411,249.468,0,1503,1503,5,1,-10921639,122.082,77,15,255,11842,101.339,5.164,0.848,1.106
ID312659,312659,1,20.838,132.471,350.777,0,1503,1503,5,1,-10921639,121.268,62,6,255,11763,108.899,8.901,0.864,1.032
ID312660,312660,0,10.875,266.395,125.501,0,1504,1504,5,1,-10921639,36.443,4,1,255,3535,76.917,2.000,0.915,0.453
ID312661,312661,2,22.395,200.504,252.335,0,1504,1504,5,1,-10921639,121.464,76,12,255,11782,100.641,5.285,0.847,1.107
ID312662,312662,1,21.187,125.714,345.284,0,1504,1504,5,1,-10921639,122.825,63,7,255,11914,109.771,9.018,0.887,1.052
ID312668,312668,1,21.202,120.352,338.604,0,1505,1505,5,1,-10921639,123.722,64,6,255,12001,109.736,8.901,0.876,1.053
ID312666,312666,0,11.121,266.458,125.538,0,1505,1505,5,1,-10921639,37.237,4,1,255,3612,78.586,2.000,0.921,0.454
ID312667,312667,2,22.528,205.596,254.864,0,1505,1505,5,1,-10921639,120.536,79,15,255,11692,100.067,5.136,0.852,1.108
ID312664,312664,2,22.600,210.646,257.119,0,1506,1506,5,1,-10921639,119.948,77,14,255,11635,100.714,5.166,0.855,1.098
ID312665,312665,1,21.699,116.259,331.197,0,1506,1506,5,1,-10921639,127.320,72,7,255,12350,110.107,8.799,0.869,1.075
ID312663,312663,0,11.175,266.517,125.539,0,1506,1506,5,1,-10921639,37.567,4,1,255,3644,79.268,2.000,0.915,0.453
ID312669,312669,0,11.183,266.535,125.522,0,1507,1507,5,1,-10921639,37.577,4,1,255,3645,79.341,2.000,0.918,0.453
ID312670,312670,2,22.584,215.495,259.091,0,1507,1507,5,1,-10921639,118.825,72,15,255,11526,100.153,5.149,0.855,1.094
ID312671,312671,1,21.538,113.391,323.075,0,1507,1507,5,1,-10921639,127.093,79,6,255,12328,109.265,8.818,0.863,1.077
ID312672,312672,0,11.179,266.490,125.544,0,1508,1508,5,1,-10921639,37.485,4,1,255,3636,79.464,2.000,0.917,0.451
ID312673,312673,2,22.637,220.051,260.824,0,1508,1508,5,1,-10921639,116.515,77,15,255,11302,98.715,5.177,0.855,1.088
ID312674,312674,1,21.590,111.660,314.802,0,1508,1508,5,1,-10921639,124.990,81,8,255,12124,107.514,8.817,0.871,1.082
ID312676,312676,2,22.400,224.415,262.200,0,1509,1509,5,1,-10921639,114.330,60,14,255,11090,100.361,5.157,0.853,1.049
ID312677,312677,1,22.084,110.774,306.323,0,1509,1509,5,1,-10921639,127.557,88,8,255,12373,108.810,8.795,0.872,1.092
ID312675,312675,0,11.427,266.629,125.572,0,1509,1509,5,1,-10921639,38.144,4,1,255,3700,80.296,2.000,0.914,0.454
ID312680,312680,1,22.307,110.866,298.034,0,1510,1510,5,1,-10921639,129.546,103,8,255,12566,108.755,8.820,0.872,1.110
ID312678,312678,0,11.233,266.693,125.583,0,1510,1510,5,1,-10921639,37.320,4,1,255,3620,78.600,2.000,0.916,0.454
ID312679,312679,2,21.649,228.594,263.444,0,1510,1510,5,1,-10921639,110.649,54,12,255,10733,97.955,5.276,0.852,1.040
ID312681,312681,0,10.966,266.758,125.539,0,1511,1511,5,1,-10921639,36.392,4,1,255,3530,76.804,2.000,0.917,0.453
ID312682,312682,2,21.399,232.538,264.422,0,1511,1511,5,1,-10921639,108.186,53,12,255,10494,96.954,5.222,0.850,1.025
ID312683,312683,1,21.982,111.778,289.660,0,1511,1511,5,1,-10921639,125.546,66,10,255,12178,107.399,8.762,0.872,1.089
ID312684,312684,0,10.673,266.776,125.457,0,1512,1512,5,1,-10921639,35.515,4,1,255,3445,75.109,2.000,0.908,0.450
ID312685,312685,2,21.948,236.258,265.165,0,1512,1512,5,1,-10921639,108.495,58,14,255,10524,98.100,5.128,0.847,1.015
ID312686,312686,1,22.246,113.206,281.687,0,1512,1512,5,1,-10921639,125.969,78,8,255,12219,108.770,8.813,0.879,1.084
ID312688,312688,2,22.074,239.947,265.884,0,1513,1513,5,1,-10921639,108.196,59,14,255,10495,98.301,5.148,0.845,1.008
ID312689,312689,1,22.276,115.203,273.910,0,1513,1513,5,1,-10921639,124.134,76,9,255,12041,106.444,8.747,0.879,1.091
ID312687,312687,0,10.455,266.874,125.374,0,1513,1513,5,1,-10921639,34.505,4,1,255,3347,73.143,2.000,0.903,0.448
ID312692,312692,2,21.108,243.415,266.417,0,1514,1514,5,1,-10921639,105.113,52,12,255,10196,95.297,5.163,0.840,1.007
ID312690,312690,0,10.421,266.988,125.308,0,1514,1514,5,1,-10921639,34.134,4,1,255,3311,72.830,2.000,0.908,0.446
ID312691,312691,1,22.208,117.637,266.490,0,1514,1514,5,1,-10921639,123.753,68,9,255,12004,109.631,5.114,0.877,1.055
ID312693,312693,0,10.475,267.039,125.242,0,1515,1515,5,1,-10921639,34.371,4,1,255,3334,73.486,2.000,0.899,0.443
ID312694,312694,1,21.957,120.494,259.261,0,1515,1515,5,1,-10921639,120.948,75,8,255,11732,106.629,8.801,0.890,1.068
ID312695,312695,2,21.777,246.785,266.916,0,1515,1515,5,1,-10921639,105.845,56,16,255,10267,97.438,5.131,0.840,0.992
ID312696,312696,0,10.429,267.018,125.206,0,1516,1516,5,1,-10921639,34.155,4,1,255,3313,73.174,2.000,0.904,0.443
ID312697,312697,1,22.456,123.650,252.321,0,1516,1516,5,1,-10921639,122.299,71,10,255,11863,107.064,5.106,0.887,1.074
ID312698,312698,2,21.569,249.923,267.244,0,1516,1516,5,1,-10921639,104.990,53,13,255,10184,97.347,5.177,0.839,0.984
ID312700,312700,1,22.497,127.080,245.942,0,1517,1517,5,1,-10921639,121.485,56,8,255,11784,107.302,8.754,0.902,1.074
ID312701,312701,2,21.087,253.073,267.597,0,1517,1517,5,1,-10921639,103.010,49,12,255,9992,95.469,5.185,0.837,0.983
ID312699,312699,0,10.463,267.005,125.198,0,1517,1517,5,1,-10921639,34.186,4,1,255,3316,73.371,2.000,0.905,0.443
ID312704,312704,2,21.793,256.144,267.874,0,1518,1518,5,1,-10921639,104.835,49,13,255,10169,98.422,5.145,0.846,0.976
ID312702,312702,0,10.449,267.035,125.193,0,1518,1518,5,1,-10921639,34.093,4,1,255,3307,73.627,2.519,0.904,0.440
ID312703,312703,1,22.270,130.819,239.676,0,1518,1518,5,1,-10921639,119.351,56,9,255,11577,105.447,8.735,0.901,1.073
ID312705,312705,0,10.512,267.108,125.221,0,1519,1519,5,1,-10921639,34.392,4,1,255,3336,74.204,2.532,0.901,0.439
ID312706,312706,1,22.185,134.651,233.871,0,1519,1519,5,1,-10921639,118.887,59,10,255,11532,105.353,8.789,0.902,1.071
ID312707,312707,2,21.647,259.201,268.073,0,1519,1519,5,1,-10921639,103.845,53,13,255,10073,97.232,5.128,0.847,0.980
ID312708,312708,0,10.523,267.152,125.215,0,1520,1520,5,1,-10921639,34.320,4,1,255,3329,74.323,2.532,0.908,0.439
ID312709,312709,1,22.271,138.641,228.446,0,1520,1520,5,1,-10921639,118.186,53,10,255,11464,108.117,5.134,0.901,1.036
ID312710,312710,2,21.316,262.132,268.224,0,1520,1520,5,1,-10921639,101.814,51,12,255,9876,96.048,5.153,0.850,0.974
ID312712,312712,1,22.368,142.835,223.221,0,1521,1521,5,1,-10921639,115.113,56,10,255,11166,105.515,5.136,0.901,1.034
ID312713,312713,2,21.165,264.977,268.298,0,1521,1521,5,1,-10921639,101.392,52,13,255,9835,95.899,5.175,0.847,0.969
ID312711,312711,0,10.479,267.089,125.192,0,1521,1521,5,1,-10921639,34.196,4,1,255,3317,73.960,2.532,0.903,0.439
ID312716,312716,2,21.017,267.752,268.279,0,1522,1522,5,1,-10921639,100.649,49,11,255,9763,94.835,5.135,0.845,0.972
ID312714,312714,0,10.456,266.973,125.182,0,1522,1522,5,1,-10921639,34.072,4,1,255,3305,73.214,2.000,0.906,0.442
ID312715,312715,1,21.971,147.070,218.464,0,1522,1522,5,1,-10921639,111.845,57,8,255,10849,106.154,5.120,0.899,0.998
ID312720,312720,0,10.371,266.894,125.208,0,1523,1523,5,1,-10921639,34.000,4,1,255,3298,72.542,2.000,0.898,0.444
ID312721,312721,1,21.851,151.330,214.038,0,1523,1523,5,1,-10921639,108.546,42,9,255,10529,104.757,5.096,0.895,0.979
