Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID315587,315587,1,22.041,141.493,292.590,0,2479,2479,5,1,-10921639,120.196,71,8,255,11659,106.562,5.231,0.886,1.060
ID315588,315588,0,10.442,266.978,125.251,0,2480,2480,5,1,-10921639,34.320,4,1,255,3329,72.832,2.000,0.901,0.447
ID315589,315589,2,21.491,261.412,268.241,0,2480,2480,5,1,-10921639,106.103,55,13,255,10292,96.539,5.150,0.849,1.009
ID315590,315590,1,22.392,140.242,299.631,0,2480,2480,5,1,-10921639,121.763,62,8,255,11811,108.314,5.162,0.891,1.059
ID315592,315592,2,22.164,257.639,268.045,0,2481,2481,5,1,-10921639,109.258,59,14,255,10598,99.828,5.177,0.852,1.007
ID315593,315593,1,21.772,139.480,306.784,0,2481,2481,5,1,-10921639,119.588,74,8,255,11600,106.040,8.777,0.892,1.063
ID315591,315591,0,10.503,266.995,125.261,0,2481,2481,5,1,-10921639,34.536,4,1,255,3350,73.085,2.000,0.901,0.448
ID315596,315596,1,22.579,139.043,314.378,0,2482,2482,5,1,-10921639,123.247,56,10,255,11955,105.415,5.175,0.886,1.098
ID315594,315594,0,10.485,266.999,125.278,0,2482,2482,5,1,-10921639,34.536,4,1,255,3350,73.041,2.000,0.901,0.448
ID315595,315595,2,22.109,253.632,267.759,0,2482,2482,5,1,-10921639,111.206,58,13,255,10787,100.046,5.152,0.850,1.021
ID315597,315597,0,10.484,267.016,125.319,0,2483,2483,5,1,-10921639,34.608,4,1,255,3357,73.122,2.000,0.900,0.448
ID315598,315598,2,21.901,249.432,267.356,0,2483,2483,5,1,-10921639,112.237,57,13,255,10887,99.153,5.189,0.847,1.038
ID315599,315599,1,21.907,139.376,321.905,0,2483,2483,5,1,-10921639,121.505,76,8,255,11786,105.397,8.781,0.889,1.085
ID315600,315600,0,10.535,267.004,125.359,0,2484,2484,5,1,-10921639,34.753,4,1,255,3371,73.407,2.000,0.905,0.450
ID315601,315601,2,22.732,245.027,266.819,0,2484,2484,5,1,-10921639,115.660,64,14,255,11219,100.020,5.217,0.850,1.062
ID315602,315602,1,22.071,140.180,329.461,0,2484,2484,5,1,-10921639,121.701,71,7,255,11805,107.865,8.736,0.881,1.057
ID315604,315604,2,22.773,240.386,266.031,0,2485,2485,5,1,-10921639,118.103,67,15,255,11456,100.257,5.174,0.849,1.082
ID315605,315605,1,22.080,141.887,337.122,0,2485,2485,5,1,-10921639,121.309,71,9,255,11767,105.112,8.773,0.888,1.086
ID315603,315603,0,10.527,266.957,125.404,0,2485,2485,5,1,-10921639,34.866,4,1,255,3382,73.521,2.000,0.902,0.450
ID315608,315608,1,21.759,144.404,344.448,0,2486,2486,5,1,-10921639,121.804,56,7,255,11815,109.619,8.710,0.876,1.038
ID315606,315606,0,10.578,266.934,125.440,0,2486,2486,5,1,-10921639,35.144,4,2,255,3409,73.934,2.000,0.905,0.452
ID315607,315607,2,22.558,235.431,264.981,0,2486,2486,5,1,-10921639,118.299,71,14,255,11475,100.363,5.157,0.852,1.084
ID315609,315609,0,10.660,266.884,125.463,0,2487,2487,5,1,-10921639,35.412,4,1,255,3435,74.729,2.000,0.905,0.450
ID315610,315610,2,22.415,230.283,263.747,0,2487,2487,5,1,-10921639,119.856,67,14,255,11626,100.348,5.216,0.853,1.100
ID315611,315611,1,21.718,147.876,351.338,0,2487,2487,5,1,-10921639,120.763,61,9,255,11714,107.644,8.806,0.896,1.060
ID315612,315612,0,10.819,266.783,125.478,0,2488,2488,5,1,-10921639,36.155,4,1,255,3507,75.681,2.000,0.907,0.454
ID315613,315613,2,22.515,224.724,262.115,0,2488,2488,5,1,-10921639,121.320,75,15,255,11768,100.333,5.166,0.851,1.112
ID315614,315614,1,21.635,152.459,357.672,0,2488,2488,5,1,-10921639,119.474,55,7,255,11589,108.557,8.863,0.891,1.037
ID315616,315616,2,22.594,219.142,260.309,0,2489,2489,5,1,-10921639,123.526,72,14,255,11982,102.289,5.172,0.852,1.111
ID315617,315617,1,21.533,157.880,362.930,0,2489,2489,5,1,-10921639,118.340,57,8,255,11479,107.266,8.881,0.894,1.041
ID315615,315615,0,11.079,266.695,125.507,0,2489,2489,5,1,-10921639,37.052,4,1,255,3594,77.796,2.000,0.915,0.455
ID315620,315620,1,21.157,164.517,367.124,0,2490,2490,5,1,-10921639,118.804,58,7,255,11524,108.668,8.795,0.870,1.017
ID315618,315618,0,11.365,266.606,125.519,0,2490,2490,5,1,-10921639,38.103,4,1,255,3696,80.007,2.000,0.917,0.456
ID315619,315619,2,22.350,213.558,258.265,0,2490,2490,5,1,-10921639,122.278,72,14,255,11861,100.692,5.230,0.850,1.116
ID315621,315621,0,11.230,266.471,125.548,0,2491,2491,5,1,-10921639,37.660,3,1,255,3653,79.470,2.000,0.918,0.454
ID315622,315622,2,22.554,208.085,256.001,0,2491,2491,5,1,-10921639,122.021,63,14,255,11836,100.386,5.137,0.855,1.120
ID315623,315623,1,21.019,171.738,369.861,0,2491,2491,5,1,-10921639,116.505,60,7,255,11301,106.883,5.151,0.868,1.013
ID315624,315624,0,11.032,266.371,125.606,0,2492,2492,5,1,-10921639,36.742,4,1,255,3564,77.106,2.000,0.916,0.456
ID315625,315625,2,22.710,202.850,253.594,0,2492,2492,5,1,-10921639,121.907,73,13,255,11825,102.361,5.161,0.856,1.098
ID315626,315626,1,20.158,179.525,371.106,0,2492,2492,5,1,-10921639,112.227,55,8,255,10886,104.792,8.808,0.850,0.984
ID315628,315628,2,22.596,198.093,251.179,0,2493,2493,5,1,-10921639,117.773,63,15,255,11424,99.197,5.148,0.856,1.095
ID315629,315629,1,20.322,187.531,370.866,0,2493,2493,5,1,-10921639,113.155,63,7,255,10976,105.978,5.156,0.849,0.981
ID315627,315627,0,10.910,266.300,125.619,0,2493,2493,5,1,-10921639,36.113,4,0,255,3503,75.799,2.000,0.919,0.456
ID315632,315632,1,20.267,195.335,369.501,0,2494,2494,5,1,-10921639,116.794,57,6,255,11329,107.735,8.841,0.859,1.002
ID315630,315630,0,10.866,266.288,125.596,0,2494,2494,5,1,-10921639,36.072,4,1,255,3499,75.631,2.000,0.914,0.456
ID315631,315631,2,22.534,193.728,248.646,0,2494,2494,5,1,-10921639,116.639,61,15,255,11314,100.513,5.161,0.854,1.069
ID315633,315633,0,11.004,266.344,125.584,0,2495,2495,5,1,-10921639,36.598,4,1,255,3550,76.826,2.000,0.917,0.456
ID315634,315634,2,22.476,190.010,246.329,0,2495,2495,5,1,-10921639,113.433,63,13,255,11003,100.010,5.214,0.856,1.046
ID315635,315635,1,20.675,203.068,367.112,0,2495,2495,5,1,-10921639,118.412,68,7,255,11486,107.234,8.720,0.854,1.017
ID315636,315636,0,11.175,266.411,125.549,0,2496,2496,5,1,-10921639,37.278,4,1,255,3616,78.527,2.000,0.919,0.455
ID315637,315637,2,22.055,186.686,244.102,0,2496,2496,5,1,-10921639,109.897,54,15,255,10660,95.939,5.163,0.850,1.052
ID315638,315638,1,20.703,210.707,363.871,0,2496,2496,5,1,-10921639,118.289,61,7,255,11474,107.371,8.800,0.860,1.019
ID315640,315640,2,21.954,183.736,241.997,0,2497,2497,5,1,-10921639,108.784,55,17,255,10552,95.299,5.144,0.843,1.045
ID315641,315641,1,21.111,217.825,360.103,0,2497,2497,5,1,-10921639,120.124,56,9,255,11652,106.927,8.833,0.864,1.042
ID315639,315639,0,10.976,266.399,125.481,0,2497,2497,5,1,-10921639,36.753,4,1,255,3565,76.861,2.000,0.914,0.457
ID315644,315644,1,20.779,224.546,355.875,0,2498,2498,5,1,-10921639,119.608,58,8,255,11602,105.602,8.842,0.857,1.045
ID315642,315642,0,10.816,266.479,125.394,0,2498,2498,5,1,-10921639,36.113,4,0,255,3503,75.647,2.000,0.916,0.456
ID315643,315643,2,21.940,181.215,240.096,0,2498,2498,5,1,-10921639,109.103,62,15,255,10583,94.523,5.133,0.842,1.055
ID315645,315645,0,10.720,266.588,125.298,0,2499,2499,5,1,-10921639,35.608,4,1,255,3454,74.704,2.000,0.914,0.455
ID315646,315646,2,21.716,179.092,238.265,0,2499,2499,5,1,-10921639,107.546,60,12,255,10432,94.213,5.138,0.834,1.038
ID315647,315647,1,21.145,231.168,351.212,0,2499,2499,5,1,-10921639,119.361,61,8,255,11578,105.750,8.896,0.874,1.053
ID315648,315648,0,10.677,266.783,125.228,0,2500,2500,5,1,-10921639,35.062,4,1,255,3401,73.576,2.000,0.914,0.455
ID315649,315649,2,21.387,177.351,236.642,0,2500,2500,5,1,-10921639,106.361,60,14,255,10317,94.490,5.211,0.834,1.024
ID315650,315650,1,21.118,237.146,346.506,0,2500,2500,5,1,-10921639,119.443,61,11,255,11586,107.603,8.893,0.855,1.023
ID315652,315652,2,21.356,175.777,235.191,0,2501,2501,5,1,-10921639,103.691,51,13,255,10058,94.533,5.136,0.834,0.998
ID315653,315653,1,21.519,243.110,341.450,0,2501,2501,5,1,-10921639,121.577,61,8,255,11793,107.742,8.907,0.881,1.057
ID315651,315651,0,10.682,266.937,125.135,0,2501,2501,5,1,-10921639,34.773,4,1,255,3373,73.812,2.511,0.912,0.450
ID315656,315656,1,21.110,248.687,336.340,0,2502,2502,5,1,-10921639,115.639,55,9,255,11217,104.565,8.848,0.879,1.035
ID315654,315654,0,10.676,267.011,125.092,0,2502,2502,5,1,-10921639,34.701,4,1,255,3366,73.909,2.534,0.914,0.449
ID315655,315655,2,20.899,174.549,234.021,0,2502,2502,5,1,-10921639,100.701,54,14,255,9768,93.914,5.069,0.833,0.975
ID315657,315657,0,10.612,267.045,125.087,0,2503,2503,5,1,-10921639,34.536,4,1,255,3350,73.784,2.534,0.910,0.446
ID315658,315658,2,20.712,173.504,233.051,0,2503,2503,5,1,-10921639,99.165,49,14,255,9619,94.325,5.078,0.833,0.956
ID315659,315659,1,21.351,253.930,331.191,0,2503,2503,5,1,-10921639,116.959,62,8,255,11345,103.599,8.864,0.890,1.063
ID315660,315660,0,10.687,267.005,125.058,0,2504,2504,5,1,-10921639,34.732,4,1,255,3369,73.902,2.534,0.913,0.449
ID315661,315661,2,20.571,172.599,232.252,0,2504,2504,5,1,-10921639,97.835,47,13,255,9490,93.532,5.090,0.834,0.951
ID315662,315662,1,21.355,259.052,325.905,0,2504,2504,5,1,-10921639,113.887,67,8,255,11047,101.858,8.789,0.892,1.055
ID315664,315664,2,20.455,171.918,231.758,0,2505,2505,5,1,-10921639,95.876,45,12,255,9300,92.914,5.037,0.828,0.935
ID315665,315665,1,21.966,263.839,320.720,0,2505,2505,5,1,-10921639,116.856,64,8,255,11335,106.012,8.806,0.892,1.040
ID315663,315663,0,10.883,266.840,124.946,0,2505,2505,5,1,-10921639,35.649,4,1,255,3458,74.001,2.000,0.908,0.459
ID315668,315668,1,21.365,268.392,315.686,0,2506,2506,5,1,-10921639,113.247,52,9,255,10985,103.852,8.721,0.889,1.026
ID315666,315666,0,10.847,266.840,124.946,0,2506,2506,5,1,-10921639,35.423,4,1,255,3436,73.821,2.000,0.917,0.459
ID315667,315667,2,20.227,171.518,231.323,0,2506,2506,5,1,-10921639,96.093,48,11,255,9321,93.317,5.068,0.833,0.936
ID315669,315669,0,10.795,266.962,125.039,0,2507,2507,5,1,-10921639,35.124,4,1,255,3407,74.168,2.536,0.917,0.453
ID315670,315670,2,20.463,171.369,231.169,0,2507,2507,5,1,-10921639,96.052,47,10,255,9317,93.853,5.051,0.835,0.932
ID315671,315671,1,21.913,272.842,310.634,0,2507,2507,5,1,-10921639,114.299,53,9,255,11087,106.106,8.738,0.891,1.015
ID315672,315672,0,10.620,267.052,125.115,0,2508,2508,5,1,-10921639,34.598,4,1,255,3356,73.845,2.534,0.910,0.446
ID315673,315673,2,20.402,171.410,231.190,0,2508,2508,5,1,-10921639,96.144,47,9,255,9326,93.558,5.053,0.833,0.934
ID315674,315674,1,21.848,276.980,305.732,0,2508,2508,5,1,-10921639,111.825,53,8,255,10847,104.255,5.099,0.891,1.011
ID315676,315676,2,20.123,171.532,231.396,0,2509,2509,5,1,-10921639,95.804,51,11,255,9293,93.024,5.083,0.832,0.936
ID315677,315677,1,21.689,280.946,300.960,0,2509,2509,5,1,-10921639,108.928,51,9,255,10566,102.534,5.123,0.887,0.999
ID315675,315675,0,10.682,266.991,125.115,0,2509,2509,5,1,-10921639,34.814,4,1,255,3377,73.936,2.534,0.908,0.448
ID315680,315680,1,21.473,284.734,296.267,0,2510,2510,5,1,-10921639,106.856,51,11,255,10365,101.343,5.105,0.887,0.991
ID315678,315678,0,10.660,266.893,125.176,0,2510,2510,5,1,-10921639,34.732,4,1,255,3369,73.358,2.000,0.917,0.453
ID315679,315679,2,20.521,171.841,231.819,0,2510,2510,5,1,-10921639,95.876,45,13,255,9300,93.212,5.037,0.834,0.936
ID315681,315681,0,10.594,266.829,125.275,0,2511,2511,5,1,-10921639,34.784,4,1,255,3374,73.212,2.000,0.912,0.453
ID315682,315682,2,20.480,172.297,232.307,0,2511,2511,5,1,-10921639,96.464,45,8,255,9357,93.250,5.061,0.836,0.942
ID315683,315683,1,21.676,288.224,291.858,0,2511,2511,5,1,-10921639,106.670,47,12,255,10347,102.398,5.094,0.889,0.981
ID315684,315684,0,10.751,266.661,125.293,0,2512,2512,5,1,-10921639,35.464,3,1,255,3440,74.871,2.000,0.916,0.453
ID315685,315685,2,20.541,172.923,232.997,0,2512,2512,5,1,-10921639,96.010,46,12,255,9313,92.178,5.044,0.835,0.948
ID315686,315686,1,21.196,291.619,287.520,0,2512,2512,5,1,-10921639,103.608,49,9,255,10050,100.974,5.200,0.889,0.966
ID315688,315688,2,20.792,173.731,233.844,0,2513,2513,5,1,-10921639,97.948,47,14,255,9501,94.359,5.048,0.838,0.946
ID315689,315689,1,21.342,294.848,283.407,0,2513,2513,5,1,-10921639,102.433,44,10,255,9936,101.098,5.079,0.890,0.954
ID315687,315687,0,10.787,266.599,125.337,0,2513,2513,5,1,-10921639,35.948,4,1,255,3487,75.206,2.000,0.913,0.456
ID315692,315692,1,20.979,297.963,279.496,0,2514,2514,5,1,-10921639,98.938,41,9,255,9597,99.559,5.081,0.889,0.935
ID315690,315690,0,10.918,266.620,125.397,0,2514,2514,5,1,-10921639,36.423,4,1,255,3533,76.435,2.000,0.914,0.455
ID315691,315691,2,20.885,174.734,234.784,0,2514,2514,5,1,-10921639,98.845,50,14,255,9588,94.202,5.049,0.839,0.958
ID315693,315693,0,10.936,266.716,125.458,0,2515,2515,5,1,-10921639,36.351,4,1,255,3526,76.400,2.000,0.919,0.456
ID315694,315694,2,20.897,175.910,235.772,0,2515,2515,5,1,-10921639,98.845,50,13,255,9588,93.174,5.057,0.841,0.969
ID315695,315695,1,21.270,300.904,275.767,0,2515,2515,5,1,-10921639,99.010,41,8,255,9604,100.459,5.085,0.890,0.928
ID315696,315696,0,10.927,266.712,125.461,0,2516,2516,5,1,-10921639,36.485,4,2,255,3539,76.496,2.000,0.910,0.455
ID315697,315697,2,21.021,177.234,236.820,0,2516,2516,5,1,-10921639,100.010,45,13,255,9701,94.011,5.117,0.841,0.972
ID315698,315698,1,20.858,303.753,272.385,0,2516,2516,5,1,-10921639,96.619,36,10,255,9372,99.267,5.059,0.881,0.912
ID315700,315700,2,21.012,178.649,237.909,0,2517,2517,5,1,-10921639,100.000,50,13,255,9700,94.636,5.071,0.840,0.965
ID315701,315701,1,20.734,306.499,269.134,0,2517,2517,5,1,-10921639,95.701,37,10,255,9283,100.090,5.148,0.880,0.895
ID315699,315699,0,10.976,266.651,125.414,0,2517,2517,5,1,-10921639,36.711,4,1,255,3561,76.778,2.000,0.912,0.456
ID315704,315704,1,20.440,309.224,266.147,0,2518,2518,5,1,-10921639,92.144,36,10,255,8938,96.953,5.056,0.882,0.891
ID315702,315702,0,10.794,266.611,125.338,0,2518,2518,5,1,-10921639,35.918,4,1,255,3484,75.383,2.000,0.912,0.454
ID315703,315703,2,21.153,180.231,239.076,0,2518,2518,5,1,-10921639,100.495,50,10,255,9748,94.690,5.083,0.843,0.971
ID315705,315705,0,10.769,266.658,125.302,0,2519,2519,5,1,-10921639,35.742,4,1,255,3467,74.921,2.000,0.912,0.455
ID315706,315706,2,21.261,181.960,240.288,0,2519,2519,5,1,-10921639,101.680,49,12,255,9863,94.591,5.140,0.843,0.984
ID315707,315707,1,20.425,311.762,263.462,0,2519,2519,5,1,-10921639,92.784,39,9,255,9000,98.971,5.019,0.879,0.877
ID315708,315708,0,10.660,266.738,125.248,0,2520,2520,5,1,-10921639,35.175,4,1,255,3412,73.755,2.000,0.913,0.455
ID315709,315709,2,21.137,183.865,241.638,0,2520,2520,5,1,-10921639,101.433,53,12,255,9839,94.436,5.087,0.841,0.981
ID315710,315710,1,20.149,314.374,261.037,0,2520,2520,5,1,-10921639,90.010,33,10,255,8731,97.079,5.066,0.878,0.867
ID315712,315712,2,21.476,185.896,242.936,0,2521,2521,5,1,-10921639,102.670,50,15,255,9959,95.666,5.130,0.846,0.984
ID315713,315713,1,19.988,316.846,258.882,0,2521,2521,5,1,-10921639,88.144,34,9,255,8550,95.968,5.055,0.874,0.857
ID315711,315711,0,10.680,266.804,125.173,0,2521,2521,5,1,-10921639,35.113,4,1,255,3406,73.368,2.000,0.910,0.456
ID315716,315716,1,19.754,319.413,256.999,0,2522,2522,5,1,-10921639,87.175,32,9,255,8456,96.279,5.021,0.875,0.845
ID315714,315714,0,10.624,266.916,125.168,0,2522,2522,5,1,-10921639,34.649,4,1,255,3361,73.425,2.000,0.913,0.450
ID315715,315715,2,21.660,188.025,244.276,0,2522,2522,5,1,-10921639,104.371,53,11,255,10124,96.398,5.166,0.850,0.995
ID315717,315717,0,10.652,266.964,125.143,0,2523,2523,5,1,-10921639,34.711,4,1,255,3367,73.874,2.523,0.907,0.447
ID315718,315718,2,21.461,190.301,245.758,0,2523,2523,5,1,-10921639,103.784,52,13,255,10067,95.934,5.156,0.847,0.992
ID315719,315719,1,19.437,321.853,255.373,0,2523,2523,5,1,-10921639,85.804,33,8,255,8323,94.127,5.012,0.870,0.848
ID315720,315720,0,10.684,266.951,125.150,0,2524,2524,5,1,-10921639,34.753,4,0,255,3371,73.836,2.512,0.916,0.450
ID315721,315721,2,21.391,192.569,247.177,0,2524,2524,5,1,-10921639,103.495,48,14,255,10039,96.027,5.186,0.846,0.988
ID315722,315722,1,19.642,324.389,254.051,0,2524,2524,5,1,-10921639,86.021,31,9,255,8344,96.538,5.014,0.873,0.830
ID315724,315724,2,21.625,194.981,248.709,0,2525,2525,5,1,-10921639,104.392,53,13,255,10126,96.322,5.151,0.847,0.994
ID315725,315725,1,19.701,326.796,253.074,0,2525,2525,5,1,-10921639,85.969,33,9,255,8339,95.735,5.012,0.872,0.837
ID315723,315723,0,10.689,266.834,125.171,0,2525,2525,5,1,-10921639,35.031,4,1,255,3398,73.405,2.000,0.912,0.455
ID315728,315728,1,18.816,329.397,252.403,0,2526,2526,5,1,-10921639,83.268,30,7,255,8077,93.349,5.059,0.869,0.829
ID315726,315726,0,10.651,266.737,125.173,0,2526,2526,5,1,-10921639,35.072,4,1,255,3402,73.501,2.000,0.910,0.455
ID315727,315727,2,21.445,197.473,250.145,0,2526,2526,5,1,-10921639,104.227,50,12,255,10110,96.311,5.073,0.846,0.992
ID315729,315729,0,10.637,266.809,125.209,0,2527,2527,5,1,-10921639,34.897,4,1,255,3385,73.421,2.000,0.912,0.453
ID315730,315730,2,21.757,200.189,251.652,0,2527,2527,5,1,-10921639,106.412,54,14,255,10322,97.312,5.176,0.848,1.004
ID315731,315731,1,19.470,331.912,252.014,0,2527,2527,5,1,-10921639,84.526,35,10,255,8199,94.557,4.991,0.862,0.828
ID315732,315732,0,10.559,266.909,125.248,0,2528,2528,5,1,-10921639,34.495,4,0,255,3346,73.106,2.000,0.914,0.451
ID315733,315733,1,19.324,334.570,251.943,0,2528,2528,5,1,-10921639,85.103,29,8,255,8255,95.885,4.977,0.849,0.815
ID315734,315734,2,21.821,202.970,253.046,0,2528,2528,5,1,-10921639,105.515,55,16,255,10235,97.152,5.163,0.849,0.997
ID315736,315736,1,19.173,337.346,252.245,0,2529,2529,5,1,-10921639,85.639,33,8,255,8307,94.513,5.016,0.844,0.829
ID315737,315737,2,21.546,205.720,254.450,0,2529,2529,5,1,-10921639,105.938,53,13,255,10276,96.969,5.243,0.848,1.002
ID315735,315735,0,10.542,266.910,125.263,0,2529,2529,5,1,-10921639,34.660,4,1,255,3362,72.931,2.000,0.908,0.452
ID315740,315740,2,21.628,208.633,255.825,0,2530,2530,5,1,-10921639,105.330,54,14,255,10217,96.563,5.098,0.847,1.001
ID315738,315738,0,10.541,266.849,125.280,0,2530,2530,5,1,-10921639,34.536,4,1,255,3350,73.135,2.000,0.913,0.451
ID315739,315739,1,19.475,340.042,252.767,0,2530,2530,5,1,-10921639,87.278,34,9,255,8466,94.062,5.043,0.853,0.854
ID315741,315741,0,10.518,266.896,125.322,0,2531,2531,5,1,-10921639,34.608,4,1,255,3357,72.988,2.000,0.910,0.452
ID315742,315742,1,19.352,342.805,253.662,0,2531,2531,5,1,-10921639,86.588,33,10,255,8399,94.124,5.030,0.852,0.847
ID315743,315743,2,21.695,211.603,257.119,0,2531,2531,5,1,-10921639,106.000,53,14,255,10282,96.964,5.163,0.849,1.004
ID315744,315744,0,10.545,266.852,125.324,0,2532,2532,5,1,-10921639,34.691,4,1,255,3365,73.213,2.000,0.914,0.452
ID315745,315745,1,19.639,345.664,254.865,0,2532,2532,5,1,-10921639,88.155,34,11,255,8551,96.031,5.005,0.846,0.842
ID315746,315746,2,21.391,214.621,258.374,0,2532,2532,5,1,-10921639,104.990,51,12,255,10184,96.086,5.230,0.851,1.005
ID315748,315748,1,19.445,348.596,256.281,0,2533,2533,5,1,-10921639,88.918,35,8,255,8625,95.826,5.124,0.846,0.850
ID315749,315749,2,21.604,217.774,259.642,0,2533,2533,5,1,-10921639,105.660,51,11,255,10249,96.763,5.138,0.851,1.004
ID315747,315747,0,10.668,266.781,125.326,0,2533,2533,5,1,-10921639,35.227,4,1,255,3417,73.943,2.000,0.914,0.455
ID315753,315753,0,10.587,266.828,125.352,0,2534,2534,5,1,-10921639,34.887,4,1,255,3384,73.572,2.000,0.914,0.453
ID315754,315754,1,19.858,351.597,258.110,0,2534,2534,5,1,-10921639,91.186,39,10,255,8845,96.524,5.083,0.858,0.872
ID315755,315755,2,21.897,220.973,260.798,0,2534,2534,5,1,-10921639,106.928,55,13,255,10372,97.699,5.161,0.850,1.006
ID315752,315752,2,21.860,224.204,261.861,0,2535,2535,5,1,-10921639,106.557,55,14,255,10336,98.041,5.178,0.850,0.999
ID315750,315750,0,10.572,266.872,125.370,0,2535,2535,5,1,-10921639,34.907,4,1,255,3386,73.323,2.000,0.910,0.454
ID315751,315751,1,20.001,354.532,260.226,0,2535,2535,5,1,-10921639,91.485,36,10,255,8874,97.674,5.132,0.873,0.873
ID315756,315756,0,10.549,266.880,125.396,0,2536,2536,5,1,-10921639,34.887,4,1,255,3384,73.477,2.000,0.907,0.452
ID315757,315757,2,21.666,227.470,262.865,0,2536,2536,5,1,-10921639,106.485,53,13,255,10329,97.838,5.145,0.849,0.999
ID315758,315758,1,19.991,357.482,262.705,0,2536,2536,5,1,-10921639,91.113,34,8,255,8838,98.230,5.141,0.878,0.867
ID315760,315760,2,21.842,230.888,263.848,0,2537,2537,5,1,-10921639,106.588,56,14,255,10339,97.389,5.139,0.848,1.004
ID315761,315761,1,19.883,360.496,265.468,0,2537,2537,5,1,-10921639,91.588,36,8,255,8884,99.004,5.012,0.879,0.865
ID315759,315759,0,10.667,266.825,125.409,0,2537,2537,5,1,-10921639,35.454,4,1,255,3439,74.146,2.000,0.909,0.455
ID315765,315765,0,10.652,266.815,125.408,0,2538,2538,5,1,-10921639,35.289,4,1,255,3423,74.238,2.000,0.907,0.452
ID315766,315766,2,21.653,234.252,264.700,0,2538,2538,5,1,-10921639,106.577,51,12,255,10338,97.230,5.202,0.848,1.006
ID315767,315767,1,20.118,363.510,268.577,0,2538,2538,5,1,-10921639,93.464,37,9,255,9066,99.560,5.019,0.884,0.881
ID315764,315764,1,20.738,366.528,272.054,0,2539,2539,5,1,-10921639,96.505,37,9,255,9361,100.972,5.118,0.891,0.900
ID315762,315762,0,10.555,266.870,125.367,0,2539,2539,5,1,-10921639,35.062,4,2,255,3401,73.283,2.000,0.904,0.454
ID315763,315763,2,21.434,237.803,265.400,0,2539,2539,5,1,-10921639,106.124,53,12,255,10294,96.489,5.233,0.847,1.009
ID315768,315768,0,10.528,266.868,125.328,0,2540,2540,5,1,-10921639,34.856,4,1,255,3381,73.015,2.000,0.904,0.453
ID315769,315769,2,21.993,241.317,266.044,0,2540,2540,5,1,-10921639,108.320,55,15,255,10507,98.617,5.131,0.844,1.005
ID315770,315770,1,20.779,369.487,275.821,0,2540,2540,5,1,-10921639,98.093,38,9,255,9515,101.875,5.163,0.886,0.905
ID315772,315772,2,21.599,245.032,266.655,0,2541,2541,5,1,-10921639,107.041,53,13,255,10383,96.669,5.188,0.841,1.011
ID315773,315773,1,20.895,372.392,279.902,0,2541,2541,5,1,-10921639,98.784,42,9,255,9582,101.940,5.114,0.890,0.913
ID315771,315771,0,10.520,266.850,125.290,0,2541,2541,5,1,-10921639,34.804,4,1,255,3376,72.934,2.000,0.898,0.452
ID315777,315777,0,10.509,266.904,125.258,0,2542,2542,5,1,-10921639,34.495,4,1,255,3346,72.915,2.000,0.904,0.449
ID315778,315778,2,22.062,248.749,267.131,0,2542,2542,5,1,-10921639,108.680,58,13,255,10542,98.874,5.202,0.847,1.008
ID315779,315779,1,21.029,375.134,284.254,0,2542,2542,5,1,-10921639,99.804,40,10,255,9681,100.644,5.085,0.890,0.934
ID315776,315776,1,21.084,377.793,288.994,0,2543,2543,5,1,-10921639,100.474,40,11,255,9746,100.752,5.150,0.891,0.940
ID315774,315774,0,10.514,266.970,125.239,0,2543,2543,5,1,-10921639,34.474,4,1,255,3344,72.974,2.000,0.906,0.449
ID315775,315775,2,21.377,252.587,267.568,0,2543,2543,5,1,-10921639,107.856,52,13,255,10462,98.022,5.189,0.841,1.005
ID315780,315780,0,10.483,266.977,125.241,0,2544,2544,5,1,-10921639,34.371,4,1,255,3334,73.044,2.000,0.902,0.446
ID315781,315781,2,22.112,256.511,267.938,0,2544,2544,5,1,-10921639,110.144,59,14,255,10684,100.200,5.136,0.849,1.010
ID315782,315782,1,21.026,380.250,294.010,0,2544,2544,5,1,-10921639,101.340,43,10,255,9830,99.970,5.164,0.889,0.954
ID315784,315784,2,21.800,260.597,268.231,0,2545,2545,5,1,-10921639,109.289,55,14,255,10601,98.288,5.196,0.852,1.023
ID315785,315785,1,21.048,382.544,299.372,0,2545,2545,5,1,-10921639,105.175,43,8,255,10202,102.819,5.235,0.889,0.963
ID315783,315783,0,10.456,266.954,125.272,0,2545,2545,5,1,-10921639,34.247,4,1,255,3322,72.764,2.000,0.910,0.449
ID315788,315788,1,21.058,384.510,304.856,0,2546,2546,5,1,-10921639,105.546,41,9,255,10238,101.946,5.198,0.889,0.975
ID315786,315786,0,10.445,266.959,125.309,0,2546,2546,5,1,-10921639,34.351,4,1,255,3332,72.688,2.000,0.906,0.449
ID315787,315787,2,21.500,264.723,268.425,0,2546,2546,5,1,-10921639,109.113,53,12,255,10584,97.773,5.198,0.849,1.025
ID315789,315789,0,10.488,266.944,125.347,0,2547,2547,5,1,-10921639,34.701,4,1,255,3366,72.864,2.000,0.903,0.452
